44:2,4,4,8,6,6,6,7,8,6,8,6,8,8,6,3,8,3,5,8,8,5,9,4,3,1,7,3,1,3
45:7,1,9,5,2,9,5,6,2,6,6,7,6,9,9,5,8,3,6,2,1,6,4,4,3,3,9,8,5,9
46:4,2,9,5,5,8,6,6,9,4,5,4,1,9,2,3,7,2,2,9,7,1,9,7,8,9,2,2,2,8
47:6,4,4,1,2,5,7,7,8,8,9,2,8,3,7,9,9,8,1,2,8,3,4,2,6,7,6,1,6,7
48:2,2,1,1,1,4,3,1,7,2,4,5,5,4,2,8,2,2,7,4,2,2,4,9,1,4,6,2,9,6
49:3,4,4,2,8,7,7,5,2,8,2,4,2,1,5,2,1,3,9,2,9,4,2,8,6,9,2,4,6,9
50:3,5,9,7,3,6,6,4,9,5,5,6,5,5,5,2,6,3,7,5,6,4,5,7,5,8,6,1,8,7
51:8,5,8,6,9,6,8,7,2,9,1,9,5,5,1,3,6,7,6,3,2,3,3,1,4,3,8,8,9,2
52:9,5,2,9,7,2,4,3,7,8,4,1,5,7,8,7,1,6,5,7,3,8,5,8,2,7,2,6,9,1
53:9,8,7,5,5,7,4,3,8,5,1,5,3,7,9,8,3,7,5,1,8,9,6,4,8,8,6,4,2,5
54:7,7,8,3,8,3,2,6,2,7,5,1,9,9,7,7,5,4,9,9,7,5,6,1,3,5,3,9,5,2
55:9,9,1,4,6,4,1,2,2,7,2,1,3,4,8,9,7,3,6,8,9,3,6,9,3,5,1,7,4,5
56:2,6,7,4,7,1,1,4,9,9,7,5,9,5,1,5,5,1,3,4,4,1,1,3,2,9,8,2,4,7
57:5,4,2,7,6,5,9,6,2,8,9,7,2,5,6,4,1,3,9,7,6,6,1,7,5,3,4,3,2,1
58:8,8,9,7,9,7,1,9,9,4,7,3,7,6,1,4,1,4,5,5,4,9,4,5,2,3,5,6,1,2
59:5,9,4,4,7,3,4,2,8,6,8,2,8,6,1,2,2,9,2,1,4,6,7,9,5,1,8,8,7,5
60:4,6,3,1,9,1,4,9,4,5,8,9,8,9,2,3,2,2,6,5,8,4,9,3,4,3,9,6,1,3
61:7,4,7,8,4,9,4,9,3,5,3,1,1,9,3,3,8,1,6,7,7,9,4,9,9,8,7,4,8,7
62:6,4,7,3,8,2,7,8,6,7,8,5,8,8,9,9,7,6,9,5,1,6,8,4,2,5,5,7,5,4
63:9,6,3,9,9,1,3,9,1,5,7,8,2,1,8,8,6,1,6,1,6,7,4,9,3,9,5,1,9,2
64:9,6,7,1,8,7,8,1,2,3,9,1,7,9,3,3,4,7,4,5,9,1,2,3,2,1,3,5,6,6
65:1,8,3,6,9,6,4,4,2,5,5,2,4,1,6,3,5,6,3,6,1,9,1,1,6,5,2,3,2,7
66:2,5,7,2,2,8,3,5,1,8,1,1,6,7,7,8,6,8,9,6,7,2,4,5,8,3,2,4,8,6
67:7,2,8,4,8,2,5,8,8,3,2,6,1,4,5,2,3,1,1,4,7,5,1,6,4,5,2,8,5,4
68:7,2,8,4,8,2,5,8,8,3,2,6,1,4,5,2,3,1,1,6,7,5,1,6,4,5,2,8,5,4
69:8,7,9,6,2,3,2,7,7,1,1,7,9,9,1,3,6,2,7,2,4,4,3,1,2,6,6,7,8,1
70:6,3,9,5,3,3,9,3,3,8,5,4,9,9,4,7,7,3,7,8,8,9,5,9,2,9,8,1,4,8
71:3,4,4,2,8,7,7,5,2,8,2,4,2,1,5,2,1,3,9,2,9,4,2,8,6,9,2,4,6,8
72:3,3,2,9,4,6,8,4,3,7,7,1,7,6,3,1,2,8,1,8,6,1,5,3,7,8,4,2,6,9
73:5,3,6,6,1,2,4,9,5,3,5,6,3,6,7,2,1,5,3,6,2,2,1,6,9,7,2,5,1,6
74:1,4,2,3,3,4,7,3,9,2,8,6,9,8,6,9,8,2,3,2,9,1,7,8,5,5,3,4,2,7
75:2,2,6,8,4,6,2,5,2,6,8,6,6,2,7,9,4,8,7,2,1,7,6,2,4,9,4,7,9,1
76:5,3,6,1,4,2,1,7,5,2,8,8,7,7,1,5,9,1,4,2,6,2,8,2,5,7,3,2,8,9
77:3,5,3,9,9,9,3,4,5,9,5,4,3,4,6,7,6,9,3,3,6,6,9,4,8,4,4,3,5,8
78:2,9,5,5,9,4,9,4,2,4,3,1,8,3,1,6,2,7,7,7,7,6,1,8,7,6,5,1,4,6
79:4,5,3,8,7,7,2,2,5,8,2,2,3,8,8,9,3,5,5,6,7,6,7,6,5,4,4,8,1,6
80:8,9,1,5,2,6,2,6,1,9,5,4,1,2,6,2,8,5,4,4,3,3,6,3,6,3,4,2,1,4
81:8,1,6,1,3,9,2,8,5,3,2,9,7,9,5,1,7,2,4,6,8,2,9,5,9,7,4,5,5,6
82:5,9,4,4,7,3,4,2,8,6,8,2,8,6,1,2,2,8,2,1,4,6,7,9,5,1,8,8,7,5
83:6,9,2,3,8,6,6,2,4,8,1,8,4,1,7,9,5,5,5,7,5,5,1,5,7,9,2,9,4,8
84:3,6,6,9,2,5,2,1,7,8,6,5,7,4,9,9,2,7,7,7,1,1,7,4,8,9,3,8,3,3
85:6,9,4,3,9,7,3,4,5,9,3,6,8,8,2,4,2,1,3,7,2,1,1,3,5,2,5,7,2,8
86:1,3,6,9,6,8,3,2,5,3,5,4,2,1,1,5,3,1,2,8,6,1,8,4,6,1,8,7,7,2
87:7,5,6,6,5,5,2,2,5,1,9,6,8,3,5,3,9,5,7,9,9,4,4,5,7,7,6,4,5,8
88:9,4,2,9,9,8,3,9,1,7,9,2,5,9,6,8,1,7,5,9,3,6,1,2,8,4,4,6,9,3
89:8,4,7,1,9,1,9,8,4,4,1,5,5,8,1,4,5,8,9,2,7,3,3,7,4,1,5,8,9,5
90:6,9,5,3,3,4,8,2,7,5,3,2,7,2,2,3,2,8,7,6,1,4,7,9,9,9,2,6,3,3
91:4,2,2,4,3,7,8,3,7,4,9,2,2,5,5,8,2,4,3,4,3,6,7,8,1,7,4,3,1,8
92:5,9,6,6,2,4,6,7,3,4,6,7,6,5,5,8,9,3,2,1,3,1,6,2,5,4,6,3,1,7
93:6,4,3,8,1,6,1,5,3,2,1,3,8,8,6,6,2,7,6,7,8,6,8,2,1,4,9,1,3,6
94:8,2,9,4,7,7,1,6,5,8,3,2,9,2,2,6,6,1,7,1,4,4,5,8,6,7,7,2,8,9
95:7,8,6,1,5,9,3,5,5,2,5,9,2,9,4,4,2,8,2,8,4,6,6,1,3,4,5,6,4,8
96:3,9,3,4,9,4,8,5,6,2,6,2,6,1,4,4,6,1,7,5,7,5,6,2,3,7,5,6,5,4
97:6,5,6,1,6,1,6,6,2,1,2,5,6,1,6,5,7,2,9,4,5,2,5,2,4,9,1,8,7,1
98:7,9,2,8,4,2,5,9,1,7,3,4,8,2,5,7,8,1,3,2,5,2,1,9,7,1,1,3,7,1
99:3,3,7,5,4,4,5,1,4,2,3,6,7,5,3,6,6,3,5,9,1,9,9,7,6,7,5,9,7,2
100:1,4,1,6,8,7,7,4,4,4,5,7,6,8,6,3,3,8,9,4,5,2,2,2,1,4,4,8,2,1
101:5,8,3,5,1,4,2,3,9,9,9,7,5,6,1,3,9,3,5,9,9,5,9,6,8,7,9,5,5,8
102:9,2,9,3,9,6,1,3,2,8,3,8,6,4,9,8,9,7,1,4,2,3,2,8,9,8,5,1,8,3
103:6,6,5,9,8,2,6,4,1,9,3,7,1,8,4,8,6,3,3,7,7,1,3,3,1,3,9,6,6,7
104:6,7,7,1,8,7,3,7,4,9,7,7,2,7,5,1,2,7,8,6,5,8,1,6,4,1,6,5,7,2
105:1,5,6,8,6,8,3,3,7,5,6,5,9,9,3,7,8,2,5,7,6,3,8,5,9,9,3,9,4,6
106:7,8,3,5,1,7,6,8,3,4,4,5,2,5,3,1,3,4,6,2,4,8,6,7,1,6,7,3,2,5
107:8,9,6,7,3,7,2,1,1,8,1,9,6,9,3,4,4,2,4,9,1,2,6,9,8,2,3,2,4,1
108:6,4,7,3,8,2,7,8,6,7,8,5,8,8,9,9,7,6,9,5,1,6,5,4,2,5,5,7,5,8
109:9,5,4,6,3,8,7,3,9,9,2,4,6,8,1,9,3,9,1,4,6,6,6,3,8,9,8,8,6,8
110:1,5,6,8,6,2,3,3,7,5,6,5,9,9,3,7,8,2,5,7,6,3,8,5,9,9,3,9,4,4
111:3,5,3,3,3,8,1,9,5,9,5,5,6,8,8,3,2,8,4,9,3,7,8,1,2,7,9,9,1,3
112:4,6,8,5,8,8,5,1,7,8,8,9,3,5,8,3,3,8,5,8,9,7,7,9,4,5,1,6,3,6
113:8,8,4,5,6,1,8,4,4,3,2,4,4,4,7,7,7,8,3,9,5,7,8,6,8,4,6,2,8,3
114:2,8,6,5,5,8,6,5,2,1,3,4,9,5,5,2,4,5,5,6,5,3,7,5,6,8,7,3,8,3
115:7,8,2,8,7,7,7,3,5,2,3,5,3,7,1,8,7,5,2,8,7,1,5,6,3,9,1,7,9,3
116:9,6,7,8,6,2,9,8,7,6,3,4,8,8,5,4,7,4,7,9,7,4,5,2,2,1,1,6,2,3
117:6,8,6,3,1,4,3,5,1,4,2,5,5,3,7,5,4,1,8,8,1,7,5,5,1,7,2,1,8,2
118:6,1,8,4,6,8,3,1,2,6,2,4,8,8,4,8,5,4,7,3,5,7,9,9,3,5,9,8,6,4
119:5,3,6,1,4,2,1,7,5,2,8,8,7,7,1,5,9,1,4,2,6,2,8,2,5,7,3,2,8,9
120:8,4,7,5,7,6,5,3,1,6,4,1,1,3,6,6,8,6,8,4,7,1,1,3,3,6,5,6,8,8
121:7,2,9,2,2,3,4,5,5,2,6,4,9,5,4,1,2,7,5,9,8,6,1,8,1,9,8,8,5,8
122:5,1,2,8,5,3,5,3,5,3,9,2,1,9,2,4,6,5,2,1,6,4,4,5,9,5,2,6,5,8
123:7,3,3,9,7,5,5,7,5,7,4,4,9,8,4,6,6,6,5,3,5,9,1,9,7,6,6,9,6,8
124:4,8,4,1,1,8,1,8,1,8,9,5,5,6,4,9,8,4,7,9,3,4,2,8,9,2,7,2,6,4
125:4,6,8,5,7,8,5,1,7,8,8,9,3,5,8,3,3,8,5,8,9,7,7,9,4,5,1,6,3,2
126:9,8,1,8,9,2,5,9,2,4,7,5,8,5,3,4,7,9,5,9,7,6,5,2,9,2,7,3,2,3
127:9,4,4,9,4,4,5,1,3,3,3,3,9,1,8,7,9,3,4,9,9,5,2,3,7,2,5,9,8,7
128:6,1,5,3,9,2,7,6,1,1,4,6,2,3,9,2,9,9,5,3,8,8,3,7,6,8,1,4,5,1
129:2,8,8,4,5,3,3,4,4,6,1,9,3,7,9,3,7,1,7,9,6,7,3,6,3,1,5,2,6,8
130:6,2,2,4,4,9,8,1,6,5,4,7,1,6,6,5,9,2,6,9,7,4,9,8,7,4,5,1,2,8
131:8,4,5,5,7,3,9,7,3,6,5,3,3,4,2,1,5,9,7,7,5,7,6,8,9,9,4,1,5,6
132:6,6,4,8,2,3,1,5,8,4,8,3,8,1,7,3,9,8,5,3,3,2,8,4,8,3,8,3,1,3
133:6,8,5,7,5,3,2,9,9,1,3,8,7,2,3,1,2,9,8,5,7,7,8,3,9,6,2,1,2,5
134:8,9,6,7,3,7,2,1,1,8,1,9,6,9,3,4,4,2,1,9,1,2,6,9,8,2,3,2,4,6
135:9,9,1,2,1,2,3,9,2,7,3,1,9,7,5,4,1,1,2,7,2,7,8,4,9,4,4,5,8,2
136:6,6,8,2,2,8,4,6,6,8,1,3,5,8,8,4,5,5,4,8,9,2,3,1,5,9,8,1,9,3
137:8,3,1,4,6,5,2,4,7,3,9,6,2,5,7,1,6,3,3,9,4,4,7,9,7,8,2,3,7,2
138:8,3,1,4,6,5,2,4,7,3,9,6,2,5,7,1,6,3,3,9,4,4,7,9,7,8,2,3,7,1
139:5,3,5,7,1,3,8,5,5,3,7,6,8,2,9,5,7,2,9,1,3,3,4,8,2,8,6,8,7,2
140:7,1,9,5,2,9,5,6,2,6,6,7,6,9,9,5,8,3,6,2,1,6,4,4,2,3,9,8,5,5
141:9,6,1,5,6,6,3,7,5,1,1,1,2,9,8,3,2,3,9,7,8,7,6,3,1,2,5,2,1,6
142:2,2,1,4,5,8,6,1,5,7,5,5,6,7,5,5,2,8,4,6,6,3,4,2,2,9,9,7,3,3
143:1,6,2,6,2,3,8,2,5,7,6,3,8,9,2,3,2,1,2,9,9,7,5,7,8,6,3,9,6,7
144:3,1,6,2,2,2,4,3,7,1,8,6,8,6,2,7,1,7,9,4,9,7,5,5,2,4,1,2,8,9
145:1,5,2,7,4,7,1,6,4,2,7,7,9,9,6,8,1,4,6,7,7,6,9,8,3,2,9,8,3,1
146:6,1,5,4,3,6,3,5,4,7,8,8,6,8,9,8,1,8,6,5,8,6,8,7,3,1,2,1,6,8
147:5,1,6,5,9,2,2,2,8,7,6,4,8,7,5,4,2,3,8,5,6,7,3,1,1,3,3,9,6,1
148:4,4,2,6,8,1,8,5,6,4,8,3,2,6,7,3,7,4,8,5,4,5,3,6,3,8,2,1,4,5
149:2,9,2,8,1,5,4,6,7,1,7,1,9,7,5,1,8,8,9,9,8,5,2,5,8,6,4,9,5,3
150:2,9,4,1,9,8,2,2,2,6,6,1,6,1,1,2,2,4,9,6,3,2,8,5,1,7,3,8,1,8
151:3,3,3,8,2,3,6,2,7,2,3,2,8,4,7,7,3,3,4,8,7,4,3,7,7,1,8,4,1,1
152:1,3,6,9,6,8,3,2,5,3,5,3,2,1,1,5,3,1,2,8,6,1,8,4,6,1,8,7,7,3
153:2,2,1,1,1,4,3,1,7,2,4,5,5,4,2,8,2,2,7,4,2,9,4,9,1,4,6,2,9,8
154:3,8,9,7,9,7,1,9,9,4,7,3,7,6,1,4,1,4,5,5,4,9,4,5,2,3,5,6,1,5
155:7,8,1,3,8,8,3,2,6,4,9,1,5,8,8,3,8,3,3,5,3,9,6,1,2,3,7,3,5,9
156:8,9,6,7,3,7,2,1,1,8,1,9,6,9,3,4,4,2,4,9,1,2,6,9,8,2,3,2,4,6
157:4,2,9,6,2,6,1,1,8,2,3,7,2,1,9,6,6,7,9,4,2,8,9,2,2,8,2,8,4,8
158:6,9,6,3,1,2,5,2,3,7,6,9,2,3,2,4,4,1,3,3,9,5,1,8,1,9,5,6,3,9
159:1,3,6,9,6,8,3,2,5,3,5,4,2,1,1,5,3,1,2,8,6,1,8,4,6,1,8,7,7,3
160:3,4,2,1,9,8,7,8,3,6,5,4,9,9,6,9,9,2,2,7,5,6,4,5,6,6,5,4,2,3
161:8,2,4,5,1,3,6,4,1,2,5,3,5,6,7,2,3,3,4,2,5,2,6,9,7,9,3,1,7,8
162:2,2,1,1,1,4,3,1,7,2,4,5,5,4,2,8,2,2,7,4,2,2,4,9,1,4,6,2,9,8
163:9,9,1,4,6,4,1,2,2,7,2,1,3,4,8,9,7,3,6,8,9,3,6,9,3,5,1,7,4,7
164:4,7,5,2,9,9,9,9,2,1,3,2,5,1,6,5,4,8,6,1,2,9,2,7,2,4,7,8,7,4
165:4,9,5,6,1,5,6,7,4,6,8,9,5,1,4,5,5,5,7,2,6,9,7,6,1,7,2,1,8,5
166:4,9,8,8,5,1,4,9,8,2,9,8,3,1,7,4,1,6,7,5,2,4,2,8,1,1,3,7,6,3
167:4,2,4,9,7,4,2,5,1,6,7,8,3,5,9,3,1,7,8,2,6,5,7,6,1,2,8,2,9,5
168:7,3,5,3,4,9,9,3,4,6,8,2,5,4,7,7,1,6,5,4,9,3,7,3,4,8,8,5,3,6
169:3,8,3,1,9,6,7,4,4,6,1,3,3,5,1,1,5,8,1,5,1,6,3,4,1,4,9,1,5,1
170:8,9,4,5,4,5,9,3,1,9,4,5,7,6,4,7,3,3,9,1,6,3,6,9,1,9,5,3,1,5
171:4,4,1,6,6,6,9,3,7,6,7,1,2,1,8,3,2,9,1,5,7,5,7,4,2,4,5,3,5,4
172:1,7,4,6,9,7,2,5,2,2,1,7,4,7,1,2,9,7,8,6,4,4,6,7,1,6,3,9,7,4
173:4,1,3,9,8,2,1,1,6,3,9,8,8,7,9,5,6,1,4,6,5,2,9,1,5,2,2,8,6,5
174:8,7,9,6,2,3,2,7,7,1,1,7,9,9,1,3,6,2,7,2,4,4,3,1,2,6,6,7,8,9
175:6,8,2,8,7,3,9,9,2,4,8,5,1,6,5,7,7,8,6,7,4,5,3,8,2,6,6,7,6,1
176:7,2,2,4,2,6,3,9,9,1,2,4,7,1,5,6,5,5,3,6,1,4,3,9,1,2,3,6,6,3
177:7,7,6,8,6,1,5,5,1,4,7,7,1,6,7,8,8,5,9,5,9,9,9,8,3,1,5,8,6,1
178:7,9,7,7,7,5,1,1,8,9,6,2,6,1,3,5,3,8,7,3,6,3,8,6,1,4,1,1,5,4
179:4,9,7,8,3,8,1,3,7,1,5,6,3,1,2,5,8,6,8,6,7,1,9,4,5,1,8,6,2,5
180:9,5,4,5,8,3,3,9,6,6,9,1,2,3,6,2,1,3,5,5,6,2,3,2,9,3,4,5,8,7
181:3,9,3,8,5,3,7,6,8,8,3,9,4,6,1,8,4,2,5,4,1,9,3,3,7,4,4,5,8,8
182:3,1,6,2,2,2,4,3,7,1,8,6,8,5,2,7,1,7,9,4,9,7,5,5,2,4,1,2,8,9
183:3,9,2,6,3,4,1,7,9,5,3,5,7,4,5,9,9,6,8,9,1,9,6,9,4,2,2,9,4,8
184:1,6,7,6,9,2,5,6,8,4,2,4,6,2,6,1,5,8,7,7,9,9,3,8,6,3,5,8,5,4
185:6,7,1,2,2,5,2,6,2,6,4,6,6,9,8,9,5,7,3,4,7,6,2,6,5,5,5,2,3,8
186:1,5,9,9,1,6,8,9,5,7,5,4,8,6,2,5,7,3,4,6,5,4,6,8,8,3,6,8,6,3
187:2,6,7,4,7,1,1,4,9,9,7,5,9,5,1,5,5,1,3,4,4,1,1,7,2,9,8,2,4,4
188:9,8,7,5,5,7,4,3,8,5,1,5,3,7,9,8,3,7,5,1,8,9,6,4,8,8,6,4,2,1
189:8,5,5,4,6,7,7,7,8,4,8,8,1,3,7,8,8,1,4,4,5,7,5,2,1,8,8,9,9,7
190:5,8,6,2,5,9,1,7,6,9,4,5,8,2,5,5,3,7,2,6,9,8,4,8,1,7,5,6,7,2
191:4,4,1,6,6,6,9,3,7,6,7,1,2,1,8,3,2,9,1,5,7,5,7,4,2,4,5,3,5,9
192:6,6,4,8,2,3,1,5,8,4,8,3,8,1,7,3,9,8,5,3,3,2,8,4,8,3,3,3,1,2
193:5,4,2,7,6,5,9,6,2,8,9,7,2,5,6,4,1,3,9,7,6,6,1,7,5,3,4,3,2,1
194:1,2,9,4,4,4,8,1,3,5,7,6,5,1,3,2,1,1,3,7,8,3,5,2,9,5,6,8,8,7
195:6,3,7,5,5,8,2,9,7,9,3,1,9,2,6,7,4,8,1,5,6,7,1,6,9,8,5,2,2,7
196:1,2,9,4,4,4,8,1,3,5,7,6,5,1,3,2,1,1,3,7,8,3,5,2,9,5,6,8,3,7
197:7,2,4,5,6,7,6,5,5,3,8,8,4,6,1,4,4,6,2,9,4,8,2,5,4,5,2,4,2,4
198:2,2,6,8,4,6,2,5,2,6,8,6,6,2,1,9,4,8,7,2,1,7,6,2,4,9,4,7,9,1
199:5,3,5,7,1,3,8,5,5,3,7,6,8,2,9,5,7,2,9,1,3,3,4,8,2,8,6,8,7,5
200:7,9,2,8,4,2,5,9,1,7,3,4,8,2,5,7,8,1,3,2,5,2,1,9,7,4,1,3,7,1
201:7,2,9,2,1,8,3,3,4,5,3,4,9,9,6,3,2,5,6,8,1,4,1,9,7,1,7,4,5,7
202:4,8,4,9,4,1,2,3,2,2,4,6,2,1,1,4,3,9,4,4,7,7,7,7,1,9,6,3,3,1
203:9,9,9,6,5,1,4,8,1,2,5,4,8,6,5,6,5,9,6,6,9,3,6,4,8,1,3,4,1,1
204:9,5,4,5,8,3,3,9,6,6,9,1,2,3,6,2,1,3,5,5,6,2,3,2,9,3,4,5,8,1
205:4,8,6,2,9,8,7,5,3,4,2,5,7,9,3,4,6,5,9,3,2,9,8,6,2,1,9,7,4,7
206:8,4,4,8,6,2,4,4,5,2,1,4,8,4,2,5,5,1,6,2,9,7,6,1,8,6,5,7,1,2
207:2,2,9,6,9,2,8,6,6,8,4,8,4,7,5,4,8,1,6,9,6,2,7,3,2,9,5,6,8,6
208:3,7,8,3,3,4,3,1,9,8,9,9,4,2,4,1,9,5,1,7,8,3,7,4,4,1,1,1,6,9
209:3,1,1,8,9,6,6,9,8,1,8,2,7,6,4,7,9,6,7,5,1,5,8,1,5,9,8,9,4,4
210:7,2,9,2,2,3,4,5,5,2,6,4,9,5,4,1,2,7,5,9,8,6,1,8,1,9,8,8,5,7
211:5,5,7,6,9,4,1,4,3,2,7,7,9,6,4,7,1,7,9,3,6,5,5,8,8,9,6,5,2,4
212:3,2,4,5,9,5,2,7,2,2,4,5,3,7,6,5,1,7,7,3,4,4,3,6,8,8,8,8,2,1
213:3,6,5,9,4,5,7,8,7,4,1,8,6,7,4,9,1,4,4,8,2,6,6,4,1,4,2,4,9,8
214:5,7,1,8,4,4,5,7,1,9,9,9,4,3,1,8,7,7,4,1,2,3,4,8,6,7,8,6,9,9
215:4,6,7,4,6,4,5,8,5,7,4,5,6,9,3,4,8,7,8,1,5,7,4,7,9,9,3,7,7,2
216:3,1,8,1,3,7,7,5,7,8,1,4,5,4,4,2,7,5,1,8,2,2,5,7,6,4,5,3,2,5
217:5,8,5,5,7,3,2,5,8,9,7,3,5,1,3,9,9,5,9,4,8,9,1,6,8,2,7,8,9,3
218:2,8,5,9,4,5,6,6,5,1,6,1,6,7,6,5,8,4,1,8,8,1,5,7,9,2,3,1,4,9
219:9,9,8,5,5,5,1,6,8,8,6,8,5,2,7,3,6,1,3,1,5,1,3,5,3,9,2,7,1,2
220:7,9,2,8,4,7,7,7,1,5,1,6,1,5,2,8,1,1,4,9,2,6,7,1,5,4,9,7,4,9
221:7,2,6,4,6,4,8,7,3,2,6,5,6,4,1,7,9,1,7,7,2,7,4,1,1,5,4,9,5,5
222:7,8,7,8,6,9,8,7,8,7,5,9,6,1,2,6,6,7,7,7,3,5,2,4,8,2,3,2,9,4
223:2,5,4,3,8,4,2,3,5,4,8,9,3,7,9,6,4,1,7,4,3,8,4,5,7,1,5,8,3,9
224:4,3,5,3,9,7,2,2,7,4,4,4,5,6,1,8,6,8,7,7,3,2,4,7,8,2,9,5,2,8
225:4,6,8,5,7,8,5,1,7,8,8,9,3,5,8,3,3,8,5,8,9,7,7,9,4,5,1,6,3,6
